station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
4406B,2026-02-12 21:00:00,141,77.03,124.86,14.98,35.09,1.84,46.9
5101A,2026-02-12 21:00:00,136,78.65,112.67,28.29,32.46,1.23,111.42
5102A,2026-02-12 21:00:00,92,52.39,75.28,7.06,28.54,0.93,100.6
5103A,2026-02-12 21:00:00,132,82.27,108.29,15.67,42.57,1.49,49.6
5104A,2026-02-12 21:00:00,141,84.73,123.96,27.82,39.85,0.84,61.29
5105A,2026-02-12 21:00:00,144,82.58,126.88,23.38,38.23,0.64,102.86
5106A,2026-02-12 21:00:00,67,39.3,59.41,14.72,33.77,1.68,115.5
5107A,2026-02-12 21:00:00,102,67.23,96.33,27.37,43.64,2.43,31.67
1101A,2026-02-12 22:00:00,57,27.98,60.36,5.64,24.65,0.77,61.13
1102A,2026-02-12 22:00:00,158,85.35,136.74,20.26,21.33,0.76,84.87
1103A,2026-02-12 22:00:00,178,110.15,152.35,19.05,39.43,0.98,65.71
1104A,2026-02-12 22:00:00,186,113.65,157.72,19.55,36.96,0.76,34.63
1105A,2026-02-12 22:00:00,96,67.55,66.87,8.13,36.6,1.21,51.07
1106A,2026-02-12 22:00:00,166,93.35,140.07,22.12,21.36,1.66,41.44
1107A,2026-02-12 22:00:00,93,64.01,72.34,17.52,43.62,1.7,44.11
1108A,2026-02-12 22:00:00,147,79.96,121.19,7.72,23.43,2.04,106.91
1109A,2026-02-12 22:00:00,126,85.31,86.67,6.92,19.22,1.99,85.67
1201A,2026-02-12 22:00:00,186,101.78,153.19,26.43,36.7,2.03,53.54
1202A,2026-02-12 22:00:00,110,66.9,95.2,17.9,21.57,2.45,36.4
1203A,2026-02-12 22:00:00,70,44.99,51.01,9.39,48.23,1.61,86.01
1204A,2026-02-12 22:00:00,173,113.42,149.29,27.4,31.2,1.81,40.17
4401A,2026-02-12 22:00:00,85,56.42,65.96,12.03,19.51,1.13,78.27
4402A,2026-02-12 22:00:00,94,65.55,67.06,15.76,48.73,1.72,38.59
4403A,2026-02-12 22:00:00,87,51.74,76.19,12.08,48.28,0.55,81.74
4404A,2026-02-12 22:00:00,118,65.82,108.05,22.19,44.76,2.44,36.27
4405A,2026-02-12 22:00:00,153,99.53,134.16,19.7,40.42,1.75,56.13
4406A,2026-02-12 22:00:00,100,59.31,76.12,29.0,20.9,1.64,102.16
4407A,2026-02-12 22:00:00,161,102.39,121.06,19.45,36.32,1.09,91.46
4408A,2026-02-12 22:00:00,137,74.29,98.6,26.76,44.67,0.6,56.59
4409A,2026-02-12 22:00:00,75,40.42,47.54,24.41,17.93,1.72,75.27
4401B,2026-02-12 22:00:00,132,82.49,118.45,11.57,44.41,1.46,118.78
4402B,2026-02-12 22:00:00,150,90.3,112.73,23.54,22.44,0.53,36.3
4403B,2026-02-12 22:00:00,107,55.0,79.26,19.02,43.01,1.39,113.45
4404B,2026-02-12 22:00:00,184,117.73,135.79,18.2,37.83,0.53,46.0
4405B,2026-02-12 22:00:00,102,63.7,80.12,26.34,17.76,2.22,46.99
4406B,2026-02-12 22:00:00,119,79.97,88.81,15.51,45.61,2.25,32.65
5101A,2026-02-12 22:00:00,76,39.29,60.14,29.66,20.23,1.06,29.16
5102A,2026-02-12 22:00:00,34,19.32,38.79,17.0,28.73,0.9,108.14
5103A,2026-02-12 22:00:00,156,93.19,114.45,8.33,20.31,2.24,59.82
5104A,2026-02-12 22:00:00,155,99.38,123.68,10.1,37.65,0.76,118.36
5105A,2026-02-12 22:00:00,176,98.37,148.03,9.12,30.25,1.47,100.19
5106A,2026-02-12 22:00:00,120,76.64,104.76,6.81,47.81,0.57,74.36
5107A,2026-02-12 22:00:00,95,51.55,74.61,9.73,16.16,2.43,43.21
1101A,2026-02-12 23:00:00,168,100.74,145.13,24.92,26.53,1.53,102.62
1102A,2026-02-12 23:00:00,97,66.91,76.79,24.89,15.44,1.93,25.21
1103A,2026-02-12 23:00:00,89,61.32,57.68,14.38,47.45,2.39,55.49
1104A,2026-02-12 23:00:00,95,56.62,84.76,12.34,29.08,2.29,113.62
1105A,2026-02-12 23:00:00,93,55.33,70.6,19.51,35.62,0.8,95.4
1106A,2026-02-12 23:00:00,148,96.23,113.0,16.55,34.68,2.29,41.19
1107A,2026-02-12 23:00:00,39,23.25,18.72,25.41,28.34,1.59,91.81
1108A,2026-02-12 23:00:00,106,58.48,88.67,12.5,28.13,0.93,72.08
1109A,2026-02-12 23:00:00,53,31.5,31.31,28.67,23.9,1.12,28.83
1201A,2026-02-12 23:00:00,147,86.61,104.62,18.53,35.43,1.91,92.47
1202A,2026-02-12 23:00:00,98,58.5,78.8,5.67,31.64,1.35,106.43
1203A,2026-02-12 23:00:00,94,60.56,79.57,15.69,37.22,1.16,74.76
1204A,2026-02-12 23:00:00,171,93.67,144.65,7.33,16.66,1.42,99.6
4401A,2026-02-12 23:00:00,140,77.32,120.75,6.81,34.05,0.97,33.89
4402A,2026-02-12 23:00:00,140,85.8,104.81,6.85,21.58,1.9,113.64
4403A,2026-02-12 23:00:00,115,78.34,102.35,23.59,29.81,1.5,29.42
4404A,2026-02-12 23:00:00,93,47.57,84.61,7.24,30.43,2.09,38.45
4405A,2026-02-12 23:00:00,148,79.26,122.75,21.46,23.6,1.56,97.31
4406A,2026-02-12 23:00:00,113,77.49,96.1,27.36,37.09,1.02,99.88
4407A,2026-02-12 23:00:00,161,91.66,137.82,11.09,31.35,1.3,82.92
4408A,2026-02-12 23:00:00,140,76.22,97.84,9.25,33.08,2.17,25.9
4409A,2026-02-12 23:00:00,59,38.03,57.11,18.03,26.99,1.94,109.85
4401B,2026-02-12 23:00:00,37,29.85,39.8,24.1,45.76,1.64,105.3
4402B,2026-02-12 23:00:00,175,100.97,135.57,28.12,45.22,0.94,64.52
4403B,2026-02-12 23:00:00,136,88.02,99.01,8.67,47.36,1.37,77.86
4404B,2026-02-12 23:00:00,154,96.32,126.91,27.76,29.29,1.87,68.8
4405B,2026-02-12 23:00:00,35,13.62,15.03,14.73,36.27,1.56,79.66
4406B,2026-02-12 23:00:00,34,14.08,29.73,27.78,16.38,2.19,114.27
5101A,2026-02-12 23:00:00,46,24.45,27.61,23.24,31.75,2.3,46.21
5102A,2026-02-12 23:00:00,48,34.22,47.93,6.55,49.61,1.22,96.35
5103A,2026-02-12 23:00:00,85,53.51,60.83,12.27,26.27,0.77,112.72
5104A,2026-02-12 23:00:00,63,46.7,40.65,5.25,34.23,1.85,93.38
5105A,2026-02-12 23:00:00,156,98.45,130.94,17.31,43.62,2.02,34.21
5106A,2026-02-12 23:00:00,90,44.26,62.36,11.21,39.06,1.98,118.21
5107A,2026-02-12 23:00:00,135,84.45,110.64,19.66,20.71,0.68,117.96
1101A,2026-02-13 00:00:00,106,71.62,78.38,21.53,19.36,2.28,45.17
1102A,2026-02-13 00:00:00,74,37.95,72.07,7.0,41.72,1.07,34.58
1103A,2026-02-13 00:00:00,164,91.28,136.95,16.95,21.61,2.5,96.15
1104A,2026-02-13 00:00:00,36,27.74,17.83,6.4,47.39,1.62,62.24
1105A,2026-02-13 00:00:00,68,32.11,49.79,16.32,33.66,1.54,49.67
1106A,2026-02-13 00:00:00,134,84.59,116.85,23.51,24.36,2.22,65.03
1107A,2026-02-13 00:00:00,86,61.4,58.81,15.19,26.61,2.3,74.55
1108A,2026-02-13 00:00:00,146,78.67,111.14,12.3,46.3,1.18,42.17
1109A,2026-02-13 00:00:00,137,84.09,112.8,17.59,38.68,0.87,56.7
1201A,2026-02-13 00:00:00,167,102.37,134.22,21.33,20.92,0.94,98.12
1202A,2026-02-13 00:00:00,78,40.06,49.52,11.39,19.12,1.71,105.47
1203A,2026-02-13 00:00:00,64,45.76,46.65,18.97,15.31,1.84,96.61
1204A,2026-02-13 00:00:00,101,59.2,71.31,7.88,26.66,2.17,110.04
4401A,2026-02-13 00:00:00,143,83.9,128.01,17.08,29.98,2.22,115.22
4402A,2026-02-13 00:00:00,126,76.14,93.04,9.77,44.77,1.01,100.39
4403A,2026-02-13 00:00:00,30,14.34,15.08,29.39,41.81,1.5,106.28
4404A,2026-02-13 00:00:00,44,16.71,32.34,15.92,47.2,1.36,22.33
4405A,2026-02-13 00:00:00,36,25.02,17.01,11.61,19.0,2.17,91.56
4406A,2026-02-13 00:00:00,132,84.67,92.73,13.83,42.84,0.76,44.12
4407A,2026-02-13 00:00:00,69,48.39,45.26,23.16,34.41,1.89,72.67
4408A,2026-02-13 00:00:00,123,79.51,91.03,20.76,49.37,1.95,93.77
4409A,2026-02-13 00:00:00,69,33.98,41.07,24.81,15.2,0.6,71.79
4401B,2026-02-13 00:00:00,124,77.03,104.0,21.73,47.42,1.52,39.16
4402B,2026-02-13 00:00:00,122,65.21,110.3,12.27,17.41,1.55,63.47
4403B,2026-02-13 00:00:00,103,69.01,78.35,17.55,21.43,1.63,104.24
4404B,2026-02-13 00:00:00,95,47.81,89.28,28.19,19.74,1.6,55.59
4405B,2026-02-13 00:00:00,80,43.84,71.64,29.95,43.54,1.89,42.68
4406B,2026-02-13 00:00:00,144,93.28,114.65,25.47,18.56,1.47,68.58
5101A,2026-02-13 00:00:00,101,56.39,89.54,26.46,31.86,2.2,92.58
5102A,2026-02-13 00:00:00,124,73.43,103.31,28.77,20.6,1.26,84.92
5103A,2026-02-13 00:00:00,61,27.07,47.56,9.82,44.49,0.84,44.62
5104A,2026-02-13 00:00:00,64,39.85,41.21,19.79,27.35,2.0,33.17
5105A,2026-02-13 00:00:00,163,93.04,122.34,8.39,39.51,1.98,39.92
5106A,2026-02-13 00:00:00,140,75.98,117.0,18.82,34.23,1.97,114.58
5107A,2026-02-13 00:00:00,93,65.49,72.71,6.21,23.33,0.79,104.01
1101A,2026-02-13 01:00:00,172,108.27,130.12,13.4,45.32,1.72,105.45
1102A,2026-02-13 01:00:00,144,89.35,110.56,27.31,35.05,0.8,93.86
1103A,2026-02-13 01:00:00,172,97.13,134.32,21.44,38.92,0.88,66.2
1104A,2026-02-13 01:00:00,183,117.18,133.73,5.94,44.72,1.68,55.2
1105A,2026-02-13 01:00:00,78,42.08,58.47,12.28,29.71,1.53,95.72
1106A,2026-02-13 01:00:00,70,34.8,55.15,18.35,26.59,1.2,25.45
1107A,2026-02-13 01:00:00,149,81.37,126.96,16.77,32.01,1.94,87.08
1108A,2026-02-13 01:00:00,41,18.12,26.82,18.7,25.51,0.75,89.55
1109A,2026-02-13 01:00:00,128,76.55,100.72,8.97,23.06,2.18,92.57
1201A,2026-02-13 01:00:00,89,50.8,62.09,14.23,18.16,1.25,51.86
1202A,2026-02-13 01:00:00,76,40.62,59.13,27.7,30.41,1.4,52.38
1203A,2026-02-13 01:00:00,141,92.43,105.84,19.24,34.28,2.41,112.97
1204A,2026-02-13 01:00:00,110,56.27,76.42,8.02,24.93,1.83,29.54
4401A,2026-02-13 01:00:00,177,109.18,144.13,28.94,37.51,1.36,57.55
4402A,2026-02-13 01:00:00,128,74.95,111.78,24.3,21.93,1.72,83.63
4403A,2026-02-13 01:00:00,173,104.58,151.77,28.04,45.1,1.38,51.26
4404A,2026-02-13 01:00:00,67,35.63,38.83,29.25,28.61,1.57,55.15
4405A,2026-02-13 01:00:00,106,63.02,78.94,17.08,21.49,2.19,42.64
4406A,2026-02-13 01:00:00,124,83.81,100.73,13.04,29.61,1.33,106.25
4407A,2026-02-13 01:00:00,150,89.17,123.51,12.27,40.43,1.91,49.71
4408A,2026-02-13 01:00:00,162,91.87,130.34,27.68,18.11,2.12,75.55
4409A,2026-02-13 01:00:00,160,99.6,118.02,7.7,41.23,0.71,44.66
4401B,2026-02-13 01:00:00,103,69.39,83.85,16.49,35.87,1.73,74.88
4402B,2026-02-13 01:00:00,68,42.69,42.38,28.39,35.42,0.95,87.38
4403B,2026-02-13 01:00:00,140,87.32,121.56,27.88,21.63,2.18,75.97
4404B,2026-02-13 01:00:00,32,15.75,21.52,14.27,21.82,1.22,104.33
4405B,2026-02-13 01:00:00,154,83.34,132.37,13.4,19.17,0.63,34.04
4406B,2026-02-13 01:00:00,46,27.61,47.82,26.24,33.44,1.06,66.1
5101A,2026-02-13 01:00:00,114,66.1,93.58,9.55,40.37,1.83,50.41
5102A,2026-02-13 01:00:00,31,25.0,34.96,23.61,23.12,0.86,101.28
5103A,2026-02-13 01:00:00,67,34.93,59.54,9.96,23.76,0.69,76.29
5104A,2026-02-13 01:00:00,135,74.32,94.69,15.35,27.99,0.92,23.71
5105A,2026-02-13 01:00:00,137,90.64,119.1,23.21,42.44,1.82,33.25
5106A,2026-02-13 01:00:00,31,23.43,16.98,19.65,32.93,1.99,114.17
5107A,2026-02-13 01:00:00,60,44.29,44.04,14.09,21.25,2.11,28.23
1101A,2026-02-13 02:00:00,166,92.1,118.41,26.0,37.9,0.85,89.69
1102A,2026-02-13 02:00:00,36,23.43,16.88,17.22,38.15,2.48,89.37
1103A,2026-02-13 02:00:00,75,48.7,51.53,28.91,49.45,0.9,112.66
1104A,2026-02-13 02:00:00,32,27.41,36.0,18.39,34.94,1.36,44.31
1105A,2026-02-13 02:00:00,182,107.4,159.39,22.79,43.03,0.8,76.97
1106A,2026-02-13 02:00:00,169,95.42,148.74,27.62,17.88,2.2,21.81
1107A,2026-02-13 02:00:00,159,104.67,137.98,17.49,46.4,2.28,39.13
1108A,2026-02-13 02:00:00,98,55.98,89.33,28.51,25.35,1.16,94.95
1109A,2026-02-13 02:00:00,163,106.58,118.77,16.97,25.89,2.5,23.49
1201A,2026-02-13 02:00:00,100,64.85,92.51,19.59,38.45,1.63,99.4
1202A,2026-02-13 02:00:00,157,87.59,115.88,7.41,30.07,1.82,66.17
1203A,2026-02-13 02:00:00,172,110.38,143.34,20.94,46.66,2.24,102.26
1204A,2026-02-13 02:00:00,109,65.31,87.86,29.24,35.44,1.74,46.97
4401A,2026-02-13 02:00:00,69,31.76,40.93,20.25,25.64,1.38,69.12
4402A,2026-02-13 02:00:00,153,86.51,119.09,14.03,38.78,1.46,39.22
4403A,2026-02-13 02:00:00,144,87.26,111.03,19.45,34.12,0.85,72.64
4404A,2026-02-13 02:00:00,150,89.28,126.63,24.54,32.23,0.97,76.01
4405A,2026-02-13 02:00:00,40,29.36,34.03,14.89,33.26,2.14,46.58
4406A,2026-02-13 02:00:00,174,105.7,152.16,24.6,15.28,0.63,50.39
4407A,2026-02-13 02:00:00,79,52.48,69.96,25.45,36.64,0.76,117.4
4408A,2026-02-13 02:00:00,183,103.75,143.84,22.79,47.76,2.03,51.25
4409A,2026-02-13 02:00:00,126,74.65,93.21,24.79,28.68,1.18,42.25
4401B,2026-02-13 02:00:00,136,81.64,103.87,29.83,24.13,1.18,53.23
4402B,2026-02-13 02:00:00,133,71.24,116.51,29.32,38.3,2.48,35.14
4403B,2026-02-13 02:00:00,175,97.69,141.78,9.6,18.88,0.8,114.22
4404B,2026-02-13 02:00:00,99,60.57,88.82,27.4,33.37,1.22,43.23
4405B,2026-02-13 02:00:00,90,53.45,62.16,9.57,33.69,1.12,50.61
4406B,2026-02-13 02:00:00,65,36.94,55.44,22.39,49.4,1.66,105.59
5101A,2026-02-13 02:00:00,45,35.58,48.39,26.97,22.66,0.97,41.74
5102A,2026-02-13 02:00:00,43,35.77,20.94,23.99,29.14,1.48,112.39
5103A,2026-02-13 02:00:00,187,113.54,138.76,11.06,32.75,1.54,101.96
5104A,2026-02-13 02:00:00,98,59.42,70.45,13.69,46.8,1.54,67.89
5105A,2026-02-13 02:00:00,133,81.09,108.09,16.43,44.22,1.58,91.49
5106A,2026-02-13 02:00:00,135,90.9,104.5,28.19,41.99,0.7,68.66
5107A,2026-02-13 02:00:00,187,120.66,146.09,5.3,22.1,0.88,117.82
1101A,2026-02-13 03:00:00,156,98.29,138.83,8.37,19.25,0.65,73.16
1102A,2026-02-13 03:00:00,38,17.79,28.75,17.46,41.91,1.93,22.31
1103A,2026-02-13 03:00:00,151,89.79,112.23,25.45,15.79,0.95,97.02
1104A,2026-02-13 03:00:00,76,55.24,73.11,27.97,31.39,0.52,71.51
1105A,2026-02-13 03:00:00,40,15.93,38.26,8.83,17.37,1.39,101.72
1106A,2026-02-13 03:00:00,64,29.23,36.46,29.98,34.01,2.36,70.19
1107A,2026-02-13 03:00:00,126,77.04,99.22,27.2,34.55,1.37,91.0
1108A,2026-02-13 03:00:00,134,76.62,115.18,27.48,34.34,0.61,63.26
1109A,2026-02-13 03:00:00,55,34.89,34.02,19.7,46.31,0.93,71.52
1201A,2026-02-13 03:00:00,103,55.33,95.34,9.34,21.35,0.91,78.95
1202A,2026-02-13 03:00:00,176,100.92,132.4,19.29,32.39,1.05,69.13
1203A,2026-02-13 03:00:00,163,94.0,143.61,24.01,47.72,0.95,106.74
1204A,2026-02-13 03:00:00,135,90.69,101.93,14.94,48.54,1.71,36.57
4401A,2026-02-13 03:00:00,41,33.76,22.73,13.63,35.78,0.73,62.87
4402A,2026-02-13 03:00:00,123,67.1,100.74,16.69,45.9,1.62,61.49
4403A,2026-02-13 03:00:00,153,85.83,129.23,26.17,43.28,2.34,98.9
4404A,2026-02-13 03:00:00,185,107.74,148.37,9.46,23.65,1.85,94.69
4405A,2026-02-13 03:00:00,83,51.59,73.15,20.61,17.66,1.77,108.84
4406A,2026-02-13 03:00:00,83,51.69,75.02,6.98,19.87,1.86,109.09
4407A,2026-02-13 03:00:00,88,57.45,62.06,7.93,15.25,1.29,23.0
4408A,2026-02-13 03:00:00,91,60.96,73.95,16.48,40.0,1.34,105.48
4409A,2026-02-13 03:00:00,189,106.67,136.34,9.18,36.35,1.27,91.2
4401B,2026-02-13 03:00:00,47,28.35,37.25,25.32,24.87,0.92,117.66
4402B,2026-02-13 03:00:00,149,97.86,133.74,22.9,44.42,1.64,65.7
4403B,2026-02-13 03:00:00,64,38.27,48.3,18.09,43.09,0.85,66.0
4404B,2026-02-13 03:00:00,62,39.57,45.21,20.12,23.22,1.49,115.75
4405B,2026-02-13 03:00:00,147,91.5,124.03,27.06,33.25,1.48,71.54
4406B,2026-02-13 03:00:00,37,22.86,15.62,24.59,18.06,1.06,59.72
5101A,2026-02-13 03:00:00,90,55.96,64.18,9.01,18.61,0.85,25.24
5102A,2026-02-13 03:00:00,177,113.03,128.37,5.19,20.05,0.65,20.14
5103A,2026-02-13 03:00:00,79,56.01,67.02,17.08,19.67,0.87,77.37
5104A,2026-02-13 03:00:00,50,20.56,47.38,16.95,34.27,2.38,42.17
5105A,2026-02-13 03:00:00,117,65.5,102.12,19.6,28.74,0.73,39.21
5106A,2026-02-13 03:00:00,84,48.2,80.5,5.62,30.11,0.95,81.47
5107A,2026-02-13 03:00:00,125,65.83,111.86,10.39,45.32,0.63,83.52
1101A,2026-02-13 04:00:00,74,51.45,73.98,22.97,34.35,1.82,82.12
1102A,2026-02-13 04:00:00,86,50.46,59.44,19.27,39.25,1.22,46.75
1103A,2026-02-13 04:00:00,124,68.51,86.12,21.03,49.17,0.97,103.03
1104A,2026-02-13 04:00:00,44,25.96,46.29,23.48,34.96,1.88,21.78
1105A,2026-02-13 04:00:00,60,35.43,49.56,7.37,47.85,0.67,51.57
1106A,2026-02-13 04:00:00,126,73.32,88.86,11.91,47.08,2.15,92.65
1107A,2026-02-13 04:00:00,113,62.8,84.59,19.48,39.52,1.18,26.03
1108A,2026-02-13 04:00:00,90,55.26,60.23,23.08,24.53,2.3,103.92
1109A,2026-02-13 04:00:00,111,61.92,83.29,16.12,47.73,1.16,92.95
1201A,2026-02-13 04:00:00,174,111.21,137.12,10.57,23.15,1.97,40.16
1202A,2026-02-13 04:00:00,121,79.89,96.54,20.37,39.41,1.43,101.05
1203A,2026-02-13 04:00:00,118,72.54,107.82,6.54,19.89,2.35,63.05
1204A,2026-02-13 04:00:00,181,102.93,135.57,14.57,47.73,1.53,98.32
4401A,2026-02-13 04:00:00,57,35.5,59.38,11.24,31.2,1.24,102.92
4402A,2026-02-13 04:00:00,181,102.79,144.21,9.02,19.82,0.6,101.47
4403A,2026-02-13 04:00:00,191,121.58,163.21,11.26,37.79,0.83,56.58
4404A,2026-02-13 04:00:00,95,56.49,72.17,25.06,41.49,0.79,60.28
4405A,2026-02-13 04:00:00,167,104.98,144.3,5.62,40.24,0.52,77.08
4406A,2026-02-13 04:00:00,58,33.65,60.97,14.33,40.21,1.72,58.05
4407A,2026-02-13 04:00:00,116,77.95,77.99,29.18,41.43,1.31,53.63
4408A,2026-02-13 04:00:00,80,50.64,73.94,18.04,19.09,2.4,107.42
4409A,2026-02-13 04:00:00,132,70.4,117.49,23.37,26.24,2.02,111.74
4401B,2026-02-13 04:00:00,69,32.75,47.54,20.24,27.81,1.93,59.07
4402B,2026-02-13 04:00:00,80,42.25,76.14,23.6,43.39,2.14,105.67
4403B,2026-02-13 04:00:00,113,59.33,78.93,23.84,40.87,2.32,24.41
4404B,2026-02-13 04:00:00,180,101.0,147.87,19.29,42.7,2.09,115.24
4405B,2026-02-13 04:00:00,181,113.31,139.4,26.69,34.99,1.52,93.34
4406B,2026-02-13 04:00:00,99,64.23,68.54,8.93,22.05,1.94,82.69
5101A,2026-02-13 04:00:00,48,35.56,39.44,27.67,34.88,1.07,78.64
5102A,2026-02-13 04:00:00,155,100.32,118.93,11.46,41.07,2.37,97.61
5103A,2026-02-13 04:00:00,121,75.78,92.57,26.29,17.11,1.34,28.58
5104A,2026-02-13 04:00:00,177,98.58,144.77,11.25,30.4,0.9,27.58
5105A,2026-02-13 04:00:00,169,96.62,130.12,29.71,35.02,1.78,73.98
5106A,2026-02-13 04:00:00,37,20.45,20.82,29.85,31.03,1.75,40.31
5107A,2026-02-13 04:00:00,112,67.18,83.48,6.07,22.91,2.18,108.94
1101A,2026-02-13 05:00:00,77,52.98,65.02,28.41,48.13,1.96,24.91
1102A,2026-02-13 05:00:00,87,44.64,69.82,10.83,19.65,1.15,78.46
1103A,2026-02-13 05:00:00,69,31.97,58.45,27.32,27.82,1.71,78.59
1104A,2026-02-13 05:00:00,122,75.55,103.06,28.38,43.3,1.47,101.18
1105A,2026-02-13 05:00:00,181,98.77,157.27,22.5,48.73,0.94,34.33
1106A,2026-02-13 05:00:00,150,88.27,130.39,14.1,39.11,1.75,69.89
1107A,2026-02-13 05:00:00,112,71.29,88.34,16.11,38.69,0.9,118.69
1108A,2026-02-13 05:00:00,145,83.3,125.82,28.84,43.04,1.52,91.68
1109A,2026-02-13 05:00:00,112,59.63,93.35,20.16,20.33,2.22,88.15
1201A,2026-02-13 05:00:00,65,40.45,40.15,28.22,42.73,1.14,52.84
1202A,2026-02-13 05:00:00,113,76.63,87.78,25.85,28.38,2.2,107.63
1203A,2026-02-13 05:00:00,147,93.65,114.53,24.78,29.45,2.34,40.94
1204A,2026-02-13 05:00:00,50,21.41,47.78,29.9,31.69,1.15,79.86
4401A,2026-02-13 05:00:00,123,73.5,112.33,5.41,19.45,1.46,108.67
4402A,2026-02-13 05:00:00,137,90.32,113.08,19.23,44.34,1.01,73.64
4403A,2026-02-13 05:00:00,118,80.2,85.54,10.83,16.37,2.19,38.23
4404A,2026-02-13 05:00:00,119,63.96,94.44,25.53,34.55,1.74,70.74
4405A,2026-02-13 05:00:00,79,40.25,60.18,19.62,41.5,1.8,26.65
4406A,2026-02-13 05:00:00,181,108.09,157.77,25.88,26.66,2.34,112.24
4407A,2026-02-13 05:00:00,155,99.94,119.59,10.68,46.36,0.72,44.27
4408A,2026-02-13 05:00:00,105,56.73,78.17,26.58,18.89,0.61,115.77
4409A,2026-02-13 05:00:00,130,87.41,98.64,26.61,23.82,1.59,101.13
4401B,2026-02-13 05:00:00,159,99.51,116.16,13.99,44.92,2.3,97.28
4402B,2026-02-13 05:00:00,76,45.56,56.18,10.56,49.59,1.36,93.13
4403B,2026-02-13 05:00:00,110,57.22,82.99,26.62,41.45,0.57,91.99
4404B,2026-02-13 05:00:00,199,115.72,172.08,14.87,46.84,0.97,115.43
4405B,2026-02-13 05:00:00,72,50.98,57.02,27.67,17.6,1.79,32.2
4406B,2026-02-13 05:00:00,36,12.78,18.68,21.33,15.53,0.65,110.46
5101A,2026-02-13 05:00:00,194,110.11,148.99,25.62,38.22,2.41,82.44
5102A,2026-02-13 05:00:00,182,115.13,140.99,19.07,20.79,1.1,117.87
5103A,2026-02-13 05:00:00,48,34.36,29.35,9.68,47.12,1.48,59.57
5104A,2026-02-13 05:00:00,159,100.59,132.69,29.1,25.69,0.83,52.88
5105A,2026-02-13 05:00:00,102,64.74,95.18,16.55,45.37,1.1,34.29
5106A,2026-02-13 05:00:00,182,104.89,158.52,28.19,30.34,0.62,26.95
5107A,2026-02-13 05:00:00,74,53.14,68.04,27.57,47.63,0.5,60.96
1101A,2026-02-13 06:00:00,103,71.5,75.05,21.82,19.17,1.07,51.07
1102A,2026-02-13 06:00:00,36,15.02,24.01,5.59,49.44,1.05,119.61
1103A,2026-02-13 06:00:00,121,77.43,88.7,22.85,21.18,0.92,70.19
1104A,2026-02-13 06:00:00,198,124.65,160.04,18.78,36.62,2.11,25.85
1105A,2026-02-13 06:00:00,172,113.09,151.12,26.57,23.82,0.91,48.19
1106A,2026-02-13 06:00:00,123,82.85,111.16,20.67,31.56,0.63,53.81
1107A,2026-02-13 06:00:00,149,82.35,119.45,29.57,21.19,1.84,26.38
1108A,2026-02-13 06:00:00,182,103.41,134.6,28.26,29.56,1.82,78.86
1109A,2026-02-13 06:00:00,79,56.88,56.89,21.98,41.76,1.87,79.67
1201A,2026-02-13 06:00:00,112,64.6,86.75,18.49,31.59,2.34,20.46
1202A,2026-02-13 06:00:00,80,42.1,63.49,10.21,29.65,0.91,34.07
1203A,2026-02-13 06:00:00,57,35.64,51.69,7.97,49.91,2.27,73.17
1204A,2026-02-13 06:00:00,72,42.07,44.6,19.62,46.38,0.69,91.52
4401A,2026-02-13 06:00:00,116,73.61,89.16,18.53,47.52,1.79,36.6
4402A,2026-02-13 06:00:00,81,57.31,63.94,11.44,27.83,1.07,81.58
4403A,2026-02-13 06:00:00,200,123.65,164.87,13.66,43.05,1.6,108.0
4404A,2026-02-13 06:00:00,79,55.38,48.72,24.53,19.05,1.94,79.58
4405A,2026-02-13 06:00:00,94,51.53,81.63,7.71,36.0,0.79,63.04
4406A,2026-02-13 06:00:00,56,26.55,58.69,17.14,27.99,2.09,27.57
4407A,2026-02-13 06:00:00,120,65.28,94.03,8.85,42.12,0.66,85.51
4408A,2026-02-13 06:00:00,42,25.97,37.73,13.16,25.61,1.85,84.51
4409A,2026-02-13 06:00:00,159,100.89,121.0,16.69,16.53,1.08,103.34
4401B,2026-02-13 06:00:00,79,44.53,51.43,27.55,33.63,1.11,52.48
4402B,2026-02-13 06:00:00,181,113.17,141.47,26.85,21.2,2.36,51.47
4403B,2026-02-13 06:00:00,142,83.0,115.34,5.02,17.03,0.8,30.16
4404B,2026-02-13 06:00:00,158,101.99,137.07,10.22,16.82,0.54,22.68
4405B,2026-02-13 06:00:00,155,87.8,113.24,20.98,47.07,1.12,82.47
4406B,2026-02-13 06:00:00,140,78.63,109.53,20.59,34.55,0.8,96.56
5101A,2026-02-13 06:00:00,179,104.7,139.04,16.54,42.11,1.88,86.37
5102A,2026-02-13 06:00:00,126,69.5,89.06,28.85,16.6,1.23,30.57
5103A,2026-02-13 06:00:00,173,103.57,145.16,24.56,21.02,0.51,27.31
5104A,2026-02-13 06:00:00,140,91.14,113.53,21.87,48.22,1.96,97.46
5105A,2026-02-13 06:00:00,46,35.18,24.33,8.21,15.48,1.61,111.95
5106A,2026-02-13 06:00:00,178,103.65,130.32,18.14,37.41,1.79,22.17
5107A,2026-02-13 06:00:00,96,48.54,68.43,21.63,21.59,2.24,30.57
1101A,2026-02-13 07:00:00,76,36.2,47.57,21.16,40.14,2.06,37.55
